,Time,Data,Median,Mean
72,73,15.85447556471774,15.339797111269858,15.220961704518427
73,74,15.951254701652795,15.342457615137207,15.230830528804026
74,75,15.794955801787603,15.345118119004553,15.238352199110475
75,76,15.408261633439913,15.366634501271026,15.240587849562177
76,77,15.53950801735519,15.3881508835375,15.244469929663387
77,78,15.934565326697637,15.398206258488706,15.253317306548439
78,79,16.38243875334922,15.408261633439913,15.267609983090223
79,80,16.37423582592165,15.422685372308688,15.281442806125616
80,81,16.547203335253982,15.437109111177463,15.297069479324731
81,82,16.17605894624099,15.44653818674379,15.307788863067612
82,83,16.043862049344924,15.45596726231012,15.316657214709508
83,84,16.365884266847353,15.456386926188223,15.329148012949243
84,85,16.356846995869798,15.456806590066329,15.341238589218898
85,86,16.762459144575427,15.479562248570595,15.35776440963002
86,87,16.669556226544888,15.502317907074861,15.37284247649111
87,88,16.63057785970617,15.512025943523119,15.387134924027645
88,89,16.485951403176248,15.521733979971376,15.399481176602347
89,90,16.90508946402491,15.530620998663284,15.41621015757371
90,91,17.228872509155206,15.53950801735519,15.436129524074605
91,92,17.360164618201637,15.558306224666698,15.45704294901077
92,93,17.16367807540385,15.577104431978205,15.47539386434833
93,94,16.73430517504083,15.63045197300373,15.488786537866336
94,95,17.177858304434647,15.683799514029257,15.506566240672319
95,96,17.189665392739542,15.718264487266822,15.524098523506352
96,97,17.189849978021535,15.752729460504389,15.541271218913725
97,98,17.417976425127602,15.753728358877494,15.560421272038356
98,99,17.247441789282234,15.754727257250599,15.577461883323647
99,100,16.83759826113261,15.762887431671015,15.590063247101737
100,101,16.402632780034104,15.77104760609143,15.598108490002057
101,102,16.697029158704616,15.775566277825508,15.60888222204816
102,103,17.129103514007443,15.780084949559587,15.623641652067183
103,104,17.062390287164426,15.787520375673594,15.637475773558503
104,105,16.966047808355526,15.794955801787603,15.65012884055657
105,106,17.276351707352873,15.797294210193337,15.665470565715026
106,107,17.008975972545144,15.799632618599071,15.678026691012505
107,108,16.632805889198547,15.826003583154755,15.686867239143858
108,109,16.454787910838135,15.852374547710436,15.69391238292087
109,110,16.51327034495021,15.853425056214089,15.70136109166659
110,111,16.939220694110624,15.85447556471774,15.712512979976896
111,112,16.8231416869439,15.858945028975667,15.722429307717674
112,113,17.25578726125289,15.863414493233593,15.735998847129489
113,114,16.88133644296294,15.883173932823878,15.746045668145571
114,115,16.433958040562644,15.902933372414163,15.752027514862242
115,116,16.120515010906686,15.904203870341256,15.755204131207453
116,117,16.357139663806937,15.90547436826835,15.76034887934933
117,118,16.043495174525987,15.90632434889337,15.762748424223709
118,119,16.222088259890104,15.907174329518389,15.766608422842754
119,120,16.640292299034655,15.913157428101684,15.773889121811019
120,121,16.264784991376754,15.91914052668498,15.777946112468587
121,122,16.408248424696513,15.926852926691309,15.783112524863897
122,123,16.36827204923402,15.934565326697637,15.787869919370971
123,124,16.532492284891568,15.93773050899425,15.79387493844775
124,125,16.651207680601374,15.940895691290864,15.80073360038498
125,126,16.44361849428879,15.94607519647183,15.805835861447708
126,127,16.507830173753895,15.951254701652795,15.811363375717836
127,128,16.864319291284893,15.962395660818427,15.819589593808203
128,129,17.255033892119,15.973536619984056,15.830717068988907
129,130,17.52907459094753,16.008515897255023,15.843781357619358
130,131,17.833401096557804,16.043495174525987,15.85896929455782
131,132,17.67692277140902,16.043678611935455,15.87274166938245
132,133,17.31503851226472,16.043862049344924,15.88358600654698
133,134,16.853510839429084,16.045034861547286,15.890824251568485
134,135,16.932868433026282,16.04620767374965,15.898543097357061
135,136,16.820127197346743,16.053389823211013,15.905319451033456
136,137,16.877180679259485,16.060571972672378,15.91241332861175
137,138,16.580990855251866,16.06946950762112,15.917258093297548
138,139,16.78668009314203,16.07836704256986,15.923512927828803
139,140,17.029315308636214,16.07862320501725,15.931411516263143
140,141,17.37063628054571,16.07887936746464,15.941618784094933
141,142,17.69151742485174,16.086778226603233,15.953942013959416
142,143,18.091653656234374,16.094677085741825,15.968891046422877
143,144,18.480095040008866,16.097339334627662,15.986329963045003
144,145,18.70324899228789,16.1000015835135,16.005067335660474
145,146,18.42261462090385,16.110258297210095,16.021625878710086
146,147,18.553857296961667,16.120515010906686,16.038851942779825
147,148,18.177604630511254,16.148286978573836,16.053302974453686
148,149,17.770848497626893,16.17605894624099,16.064830125615924
149,150,18.144087855829582,16.199073603065546,16.07869184381735
150,151,18.138800244939382,16.222088259890104,16.092334945811533
151,152,18.481282350577505,16.224049786931076,16.108051705053416
152,153,18.481648123720586,16.226011313972048,16.12356540713621
153,154,18.62252107641391,16.2453981526744,16.13979239200165
154,155,18.350333077125963,16.264784991376754,16.1540539448089
155,156,18.114558424361448,16.297906553418642,16.166621281216287
156,157,18.258756671551357,16.33102811546053,16.17994698433944
157,158,18.056639326924024,16.337719491038378,16.191824783976056
158,159,17.611368988396247,16.34441086661623,16.20075273494725
159,160,17.779475607444358,16.350628931243016,16.21061975290036
160,161,17.373414148590395,16.356846995869798,16.217842078339427
161,162,17.80181862239812,16.356993329838367,16.227619711327442
162,163,17.955095088586962,16.357139663806937,16.238217719776888
163,164,18.005094525437855,16.361511965327146,16.248991358835795
164,165,17.66698605743676,16.365884266847353,16.257585266100044
165,166,17.217947301972245,16.367078158040684,16.263370579569152
166,167,17.41999543726122,16.36827204923402,16.270296476920603
167,168,17.20839311767819,16.371253937577833,16.27588038549654
168,169,17.220078179062824,16.37423582592165,16.28146735468924
169,170,17.341803611986002,16.378337289635436,16.287704626790987
170,171,17.06848672541824,16.38243875334922,16.29227060397594
171,172,16.848076622097015,16.392535766691662,16.295502034313852
172,173,16.87223980787853,16.402632780034104,16.29883577866972
173,174,17.098169579282896,16.40544060236531,16.303429651087036
174,175,17.06420643389582,16.408248424696513,16.3077769469888
175,176,17.44483985941996,16.421103232629576,16.314237531718522
176,177,17.866861309031407,16.433958040562644,16.323009417466054
177,178,17.618308660773092,16.438788267425714,16.3302863795071
178,179,17.351451323997704,16.44361849428879,16.33599121159923
179,180,16.97288914929442,16.44920320256346,16.33952953347531
180,181,16.992511788643217,16.454787910838135,16.343137170244194
181,182,17.039876491911485,16.47036965700719,16.346965408275334
182,183,17.057183685248763,16.485951403176248,16.350846382466447
183,184,16.947589341457718,16.490214569354116,16.354089550721834
184,185,16.698937938029957,16.49447773553198,16.355953596058633
185,186,6.083649304413639,16.490214569354116,16.300726153630432
186,187,6.314588922788362,16.485951403176248,16.247324350256946
187,188,6.507406724461279,16.47036965700719,16.195516277779312
188,189,6.955537555275473,16.454787910838135,16.146627501469766
189,190,7.3177734042269185,16.44920320256346,16.100159848326385
190,191,7.79187291607305,16.44361849428879,16.056660963864324
191,192,7.43266080451664,16.438788267425714,16.01174429636772
192,193,7.672461379503863,16.433958040562644,15.968535576591226
193,194,7.358902169359089,16.421103232629576,15.9241560229457
194,195,7.328295646911946,16.408248424696513,15.880074687683988
195,196,7.545113122435521,16.40544060236531,15.837549373575577
196,197,7.819006354315905,16.402632780034104,15.796846109518423
197,198,7.4238348225005835,16.392535766691662,15.754558173725405
198,199,7.851889492932953,16.38243875334922,15.714846270806849
199,200,8.150845442576326,16.378337289635436,15.677026266665695
200,201,8.458013043570416,16.37423582592165,15.641110777993578
201,202,8.284890552278341,16.371253937577833,15.604693846183107
202,203,8.670089582662968,16.36827204923402,15.57053323404754
203,204,8.198366943607127,16.367078158040684,15.534395163996361
204,205,8.092051613648815,16.365884266847353,15.498091049116619
205,206,7.677398053636929,16.361511965327146,15.460126520012347
206,207,7.425105398575183,16.357139663806937,15.421309992855647
207,208,7.799631197964127,16.356993329838367,15.384667306341745
208,209,8.186888100562651,16.356846995869798,15.350228171385863
209,210,8.147900134372149,16.350628931243016,15.31593137120961
210,211,7.68029514357298,16.34441086661623,15.27974352178953
211,212,7.451012214528842,16.337719491038378,15.242815543925094
212,213,7.150025841342232,16.33102811546053,15.20482122607259
213,214,7.072072543822345,16.297906553418642,15.166817727557403
214,215,7.260663902440558,16.264784991376754,15.130044919068487
215,216,7.254103277936572,16.2453981526744,15.09358222628547
216,217,6.88003812613544,16.226011313972048,15.055731792644226
217,218,7.358514274344554,16.224049786931076,15.020423455404318
218,219,7.237227394844198,16.222088259890104,14.984883747365231
219,220,7.511599892616752,16.199073603065546,14.950914275298192
220,221,7.439745909071787,16.17605894624099,14.916927088120698
221,222,7.029843524685311,16.148286978573836,14.8813996846818
222,223,6.641837885912149,16.120515010906686,14.844450977063998
223,224,6.530751892200197,16.110258297210095,14.80733624900657
224,225,6.748218265953385,16.1000015835135,14.771517946859666
225,226,6.603966690954032,16.097339334627662,14.73537833953265
226,227,6.1524164474035015,16.094677085741825,14.697567934721508
227,228,6.078220622549301,16.086778226603233,14.659763779843562
228,229,5.981530424838982,16.07887936746464,14.621867564319524
229,230,5.566464557319761,16.07862320501725,14.582496246897787
230,231,5.578749446772385,16.07836704256986,14.543518988022784
231,232,5.352008250303255,16.06946950762112,14.50390040725675
232,233,5.6446817621171945,16.060571972672378,14.465878009638127
233,234,5.589229920611052,16.053389823211013,14.427943616095277
234,235,5.763595975940727,16.04620767374965,14.391074051669088
235,236,5.806833327318676,16.045034861547286,14.354700150294722
236,237,6.042069687440724,16.043862049344924,14.319625760156097
237,238,5.805627586141753,16.043678611935455,14.283852658584609
238,239,6.148460935744463,16.043495174525987,14.249813362673143
239,240,5.94407733282957,16.008515897255023,14.215206129215462
240,241,5.765512065029562,15.973536619984056,14.180145157994774
241,242,6.185952018574828,15.962395660818427,14.147111302046758
242,243,5.851728328480399,15.951254701652795,14.112973923554716
243,244,5.966852632459579,15.94607519647183,14.079588180558424
244,245,6.310982316624666,15.940895691290864,14.047879585195428
245,246,6.179876190964112,15.93773050899425,14.015895831560341
246,247,6.390127239427969,15.934565326697637,13.985022274507173
247,248,5.97745700928736,15.926852926691309,13.95273370488935
248,249,5.841835267291686,15.91914052668498,13.92015981558173
249,250,5.629897779772142,15.913157428101684,13.886998767438492
250,251,5.729975792423004,15.907174329518389,13.854500667936438
251,252,5.368940965618879,15.90632434889337,13.82082781197486
252,253,5.015221877508025,15.90547436826835,13.786023045435465
253,254,5.316000596554145,15.904203870341256,13.75267650036113
254,255,5.155042977706489,15.902933372414163,13.718960290468367
255,256,4.964481737748072,15.883173932823878,13.684763108621803
256,257,5.4086217469917255,15.863414493233593,13.6525602239462
257,258,4.93533719655587,15.858945028975667,13.618772537793523
258,259,5.015438459721744,15.85447556471774,13.585555031700583
259,260,4.747883505874382,15.853425056214089,13.551563987370482
260,261,4.848835300351142,15.852374547710436,13.518220199297613
261,262,5.194428845382105,15.826003583154755,13.486450003290301
262,263,4.84277662037174,15.799632618599071,13.453584325028253
263,264,5.041543628618399,15.797294210193337,13.421720534511548
264,265,4.98526096361593,15.794955801787603,13.389884838017602
265,266,4.743355269108706,15.787520375673594,13.357379087758547
266,267,5.085509085405273,15.780084949559587,13.32639830123288
267,268,4.689094476748947,15.775566277825508,13.294169555619133
268,269,5.026628210162617,15.77104760609143,13.263435201175055
269,270,5.502326418129976,15.762887431671015,13.234690353830445
270,271,5.330663722386965,15.754727257250599,13.205524203898918
271,272,5.173586195712773,15.753728358877494,13.175995020045292
272,273,4.919589556770242,15.752729460504389,13.145751776590073
273,274,5.153237578190508,15.718264487266822,13.116582016741898
274,275,5.42076630899891,15.683799514029257,13.088597232350105
275,276,5.898192720113971,15.63045197300373,13.062545042088379
276,277,5.913000727986338,15.577104431978205,13.036734412795592
277,278,5.813292853487765,15.558306224666698,13.01075081006427
278,279,5.6146271470798785,15.53950801735519,12.98424140625429
279,280,5.408494147140027,15.530620998663284,12.957185166043168
280,281,5.53871194189317,15.521733979971376,12.930784905459005
281,282,5.446349948928237,15.512025943523119,12.904244355967762
282,283,5.320349518664724,15.502317907074861,12.87744614099496
283,284,5.752542639099756,15.479562248570595,12.852358452608005
284,285,5.79553572358416,15.456806590066329,12.827597671102659
285,286,5.298545914296661,15.456386926188223,12.80127231530963
286,287,4.983316670405316,15.45596726231012,12.774032051738534
287,288,5.0968687741541485,15.44653818674379,12.747375234802478
288,289,5.106330611921532,15.437109111177463,12.720935634031264
289,290,4.861775416553877,15.422685372308688,12.693835081557204
290,291,4.432411291146995,15.408261633439913,12.665445309081568
291,292,4.632458572328599,15.398206258488706,12.637935080531046
292,293,4.600466194294429,15.3881508835375,12.610503446107028
293,294,4.22697774114296,15.366634501271026,12.58198805255273
294,295,4.285161267716339,15.345118119004553,12.553863215993962
295,296,4.690566870557637,15.342457615137207,12.527298025637759
296,297,4.35978150849309,15.339797111269858,12.499797970024476
297,298,4.4206911570918725,15.302179355295898,12.472686873336784
298,299,4.754682133030507,15.26456159932194,12.446874148452816
299,300,4.751454303908369,15.262987493736397,12.421222748971001
300,301,4.78480302300148,15.261413388150853,12.395852583768445
301,302,4.55160313151411,15.172580926941832,12.369878247833828
302,303,4.36880671296308,15.08374846573281,12.343472071151087
303,304,4.507808381635079,15.078336176200242,12.3176968616461
304,305,4.760433023810709,15.072923886667674,12.292918947423688
305,306,4.748442260161745,15.064707449678611,12.268263794850938
306,307,4.965181422602363,15.05649101268955,12.244475252921788
307,308,5.238196323974841,15.03280437826627,12.221727594061573
308,309,5.325857157349001,15.009117743842992,12.199410861256677
309,310,4.960997709203893,15.00006907782163,12.176061141411347
310,311,4.777993103946775,14.991020411800267,12.152273141290882
311,312,4.970134564747504,14.948868653344036,12.129253466366064
312,313,5.324198381489142,14.906716894887802,12.107512076318534
313,314,5.45216874937509,14.863995467484175,12.0863167154047
314,315,5.6462209049804954,14.821274040080548,12.06587196680018
315,316,5.246379039816601,14.818290769961676,12.044291292980612
316,317,5.202055679138794,14.815307499842804,12.022706953504771
317,318,4.9055216002662645,14.809340347322802,12.000325867488296
318,319,5.311956664303394,14.803373194802802,11.979359192870163
319,320,5.484313091390594,14.759606729647356,11.959062173803039
320,321,5.907946287360648,14.715840264491911,11.940211345496365
321,322,5.69221360330379,14.699810744208953,11.920807625800114
322,323,5.626117449696696,14.683781223925997,11.901319420920537
323,324,5.9761336511303496,14.682125193856912,11.88303181051995
324,325,5.938342304795677,14.680469163787825,11.864740458194646
325,326,5.492957795290605,14.672569178134946,11.845195112602916
326,327,5.196107406887878,14.66466919248207,11.824861511056385
327,328,4.918272420094251,14.63895984054238,11.803804836998573
328,329,4.831877337657492,14.613250488602693,11.782613568003617
329,330,4.67912843499399,14.601417902643147,11.761087855479344
330,331,5.105542254507522,14.589585316683602,11.74098046695677
331,332,5.546222376427139,14.568866450267116,11.722321557045536
332,333,5.250875818529106,14.548147583850632,11.702887786059001
333,334,5.096545767729194,14.525372954674513,11.683108318938253
334,335,5.033833075644145,14.502598325498395,11.66325973612245
335,336,5.3851501191675695,14.49909393493632,11.644574886071988
336,337,5.364379715968884,14.495589544374246,11.62593929209542
337,338,5.118496421011191,14.493921447764624,11.606686502536
338,339,5.2370286785197475,14.492253351155,11.587896951432707
339,340,5.123545033944618,14.460358606582297,11.56888415167539
340,341,5.041055853774131,14.428463862009592,11.549740960185943
341,342,5.1805162398316975,14.418978578839324,11.53111749609134
342,343,5.545378738276969,14.409493295669057,11.513666362686635
343,344,5.845598889190809,14.407333293091952,11.497189422356705
344,345,6.233460642324503,14.405173290514846,11.481932237487047
345,346,5.895034969611105,14.386994853242975,11.46578513555677
346,347,5.797640268805712,14.368816415971104,11.449450424125212
347,348,6.156206926215012,14.334067144262818,11.43423995430363
348,349,6.574869038900403,14.29931787255453,11.420316255405627
349,350,6.7611067995456215,14.226697072769383,11.407004228388884
350,351,6.9142135501043995,14.154076272984236,11.394204254946478
351,352,6.794820664609842,14.130794023153406,11.381137824292113
352,353,6.492926065144051,14.107511773322578,11.36729019891209
353,354,6.961556967956525,14.074791443902345,11.354844624813344
354,355,7.388417747994491,14.04207111448211,11.343671591357516
355,356,6.914821782501878,14.041226584820148,11.331231002006799
356,357,6.71727442510029,14.040382055158185,11.318306753892214
357,358,6.656099075869777,13.979593535477917,11.305283827417291
358,359,6.634758329287046,13.91880501579765,11.292274007088238
359,360,6.391632053188242,13.900476519180714,11.27866111277185
360,361,6.1881863060544,13.88214802256378,11.264560074526095
361,362,6.361925628994289,13.814342347053778,11.25101688545004
362,363,6.374417617992115,13.746536671543776,11.23758272768845
363,364,6.551771648339701,13.741799429113978,11.2247096203276
364,365,6.115088018141009,13.73706218668418,11.210710657033937
365,366,5.778054089306811,13.686613348047587,11.1958673330784
366,367,5.8021193095642225,13.63616450941099,11.181170471978907
367,368,5.807421282691477,13.633023690928916,11.166567892660192
368,369,5.641705345917972,13.629882872446842,11.151595365433247
369,370,5.201727274189654,11.149986227554905,11.135514640862318
370,371,5.644358224217156,8.670089582662968,11.120713680170553
371,372,6.06553927963574,8.564051313116693,11.107124501674493
372,373,5.764584861197832,8.458013043570416,11.09280133909949
373,374,5.85717117560068,8.37145179792438,11.07880232796714
374,375,5.693180176875384,8.284890552278341,11.06444066889756
375,376,5.8463319835821315,8.241628747942734,11.050562720266402
376,377,6.211180662425215,8.198366943607127,11.037726163083798
377,378,5.983476386838439,8.192627522084889,11.024355131929712
378,379,6.205771565447878,8.186888100562651,11.011641191121052
379,380,6.33090747524593,8.168866771569489,10.999323470816119
380,381,6.358471786250886,8.150845442576326,10.987142757733269
381,382,6.236616001102741,8.149372788474238,10.974706823815387
382,383,6.43933668628604,8.147900134372149,10.962865126328365
383,384,6.181818050483335,8.119975874010482,10.950414482901685
384,385,6.135163230929725,8.092051613648815,10.937907336792668
385,386,5.671194366315849,7.971970553290884,10.92426300267226
386,387,5.593535923660688,7.851889492932953,10.910488514096004
387,388,5.952052841812805,7.835447923624429,10.89770904071383
388,389,6.100201653928702,7.819006354315905,10.885376116840346
389,390,6.450035560627006,7.809318776140016,10.87400344874749
390,391,6.132482247943108,7.799631197964127,10.861876796060011
391,392,5.806749215851421,7.795752057018588,10.848981062437032
392,393,6.22407197934674,7.79187291607305,10.83721284594062
393,394,6.6322359424454,7.736084029823015,10.826540315728703
394,395,6.467429079102724,7.68029514357298,10.815504591079018
395,396,6.5403971926188955,7.678846598604954,10.80470886532533
396,397,6.417503318695987,7.677398053636929,10.79365796974188
397,398,6.014530739855021,7.6749297165703965,10.781650112380355
398,399,8.6108304413961,7.677398053636929,10.776209461575885
399,400,8.695965364146874,7.678846598604954,10.771008851332313
400,401,9.084254296311755,7.68029514357298,10.766802480870915
401,402,9.195200757013826,7.736084029823015,10.762893023846393
402,403,9.586582109666569,7.79187291607305,10.759974138203269
403,404,9.811772364929407,7.795752057018588,10.757627104111005
404,405,10.095541511826816,7.799631197964127,10.755992324870798
405,406,9.885595870566762,7.809318776140016,10.75384849123951
406,407,10.010518980694533,7.819006354315905,10.752022128805738
407,408,9.875409226616387,7.835447923624429,10.74987356777096
408,409,9.40017084199469,7.851889492932953,10.74657356110647
409,410,9.754794741869667,7.971970553290884,10.744154588376624
410,411,10.001180634682989,8.092051613648815,10.742346865861554
411,412,10.052834432721681,8.119975874010482,10.740673291994709
412,413,9.782132345485271,8.147900134372149,10.738352369606066
413,414,10.231771028839912,8.149372788474238,10.737128743179095
414,415,10.178146273652851,8.150845442576326,10.735781797469393
415,416,9.79275605860615,8.168866771569489,10.733514908674048
416,417,9.950292668593551,8.186888100562651,10.731636677882488
417,418,10.263809046422315,8.192627522084889,10.730517473022536
418,419,9.77559729505472,8.198366943607127,10.728238427251728
419,420,9.758715980448686,8.241628747942734,10.725930040473626
420,421,9.857280282154242,8.284890552278341,10.723866739384983
421,422,9.768752420809022,8.37145179792438,10.721603435312527
422,423,9.76960680651065,8.458013043570416,10.719352852265715
423,424,10.083987001397773,8.534421742483257,10.71785434790046
424,425,10.439800082308272,8.6108304413961,10.717200102569654
425,426,10.651513665168846,8.640460012029534,10.71704590905463
426,427,10.60034510768156,8.670089582662968,10.716772605070148
427,428,11.097734850015012,8.68302747340492,10.71766270377329
428,429,11.457447049760667,8.695965364146874,10.719387142808225
429,430,11.180849017640538,8.890109830229314,10.720460309959
430,431,10.797378198005543,9.084254296311755,10.720638773736368
431,432,10.757035853044888,9.13972752666279,10.720723026234769
432,433,10.716873822366178,9.195200757013826,10.720714136618444
433,434,10.506720584935604,9.297685799504258,10.720221063918714
434,435,10.507518762971678,9.40017084199469,10.719732093111938
435,436,10.05542685378516,9.49337647583063,10.718208457241923
436,437,10.500515386939124,9.586582109666569,10.717710303762969
437,438,10.581743296266467,9.670688425768118,10.717399876805215
438,439,11.065007756652392,9.754794741869667,10.718191694299172
439,440,11.525638218712723,9.756755361159176,10.720026800036475
440,441,11.264854496002158,9.758715980448686,10.721262236988778
441,442,11.565437287942594,9.763734200628853,10.723172135294105
442,443,11.125165487432763,9.768752420809022,10.724079569497578
443,444,10.901818922897299,9.769179613659837,10.724479883356587
444,445,10.68530156566391,9.76960680651065,10.724391842193233
445,446,10.581617475783135,9.772602050782684,10.724071720295452
446,447,11.047052002583687,9.77559729505472,10.72479427126254
447,448,10.828673340897867,9.778864820269995,10.725026144185833
448,449,11.093389375522875,9.782132345485271,10.725846552273444
449,450,11.21400341150245,9.78744420204571,10.726931345293952
450,451,10.803045883926714,9.79275605860615,10.727100113672295
451,452,11.212821814602805,9.802264211767778,10.728174719205327
452,453,11.154049318821645,9.811772364929407,10.729114839734281
453,454,11.622555413142406,9.834526323541825,10.731082770512712
454,455,11.937792791221264,9.857280282154242,10.733734880448335
455,456,12.147620031777548,9.866344754385315,10.736835505780197
456,457,12.184557308696197,9.875409226616387,10.740003387187016
457,458,12.000500419465034,9.880502548591576,10.74275556411339
458,459,12.476751572046304,9.885595870566762,10.746533333193852
459,460,12.193780398667784,9.917944269580158,10.749679522466622
460,461,12.09490705968269,9.950292668593551,10.752597586538673
461,462,11.680608874737352,9.97573665163827,10.75460626898066
462,463,12.175478027928996,10.001180634682989,10.75767510647299
463,464,11.750556347739439,10.005849807688762,10.75981493673434
464,465,11.457592791760524,10.010518980694533,10.76131553427203
465,466,11.106948567173644,10.031676706708108,10.762057236059373
466,467,11.060774440451656,10.052834432721681,10.76269688746064
467,468,11.305284567011817,10.054130643253421,10.763856262844296
468,469,11.53372584143168,10.05542685378516,10.765497775805038
469,470,11.840587541055353,10.069706927591467,10.767785200837485
470,471,11.943305228511436,10.083987001397773,10.770280997074584
471,472,11.872647528764745,10.089764256612295,10.772616519387489
472,473,11.494309532070027,10.095541511826816,10.774142297426987
473,474,11.737985257916753,10.136843892739833,10.776175721394265
474,475,12.166657718407043,10.178146273652851,10.779103051914293
475,476,12.208341963964415,10.204958651246383,10.782105654670701
476,477,12.621334433316916,10.231771028839912,10.785961480202454
477,478,12.347012844926217,10.247790037631113,10.789227278036604
478,479,12.600050342820374,10.263809046422315,10.793007701971435
479,480,12.13140796932182,10.351804564365294,10.795796035861748
480,481,11.805533399080337,10.439800082308272,10.797895281939127
481,482,11.627452369277282,10.470157734623697,10.799616354734434
482,483,11.707653474944385,10.500515386939124,10.801496348772135
483,484,11.737401555336676,10.503617985937364,10.80343003721545
484,485,11.710409595273285,10.506720584935604,10.8053000981599
485,486,7.1000955900306675,10.503617985937364,10.797676220571157
486,487,6.861374694388823,10.500515386939124,10.789593465897273
487,488,6.677324627574027,10.470157734623697,10.781166685490874
488,489,6.229409065077173,10.439800082308272,10.771858387698618
489,490,6.479194546996154,10.351804564365294,10.763097849248204
490,491,6.299281512872663,10.263809046422315,10.754006573614038
491,492,6.201311851893749,10.247790037631113,10.744753129057695
492,493,5.936891992440391,10.231771028839912,10.735000875230885
493,494,5.791063065172806,10.204958651246383,10.724992903955464
494,495,6.021086148969874,10.178146273652851,10.7154900620262
495,496,5.53376364777916,10.136843892739833,10.705043032965216
496,497,5.479477394350015,10.095541511826816,10.694528816388527
497,498,5.3971021089855356,10.089764256612295,10.683891413361614
